order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI06964,2018-06-28,13:54:55,Lunch,NS,"[('Burger', 8), ('Steak', 7), ('Fries', 1), ('Chicken', 6)]",767.0,-37.8120344,144.9492301,0,8.798,14.1131544
ORDC09714,2018-07-15,14:25:21,Lunch,NS,"[('Salad', 1), ('Fries', 9), ('Burger', 2), ('Chicken', 8), ('Steak', 9)]",848.2,-37.8172963,144.9879749,0,9.092,16.5584326
ORDX00759,2018-01-27,08:50:42,Breakfast,BK,"[('Eggs', 9), ('Cereal', 6), ('Coffee', 5)]",361.5,-37.8112391,144.9734325,0,8.918,13.7643294
ORDA01014,2018-11-28,18:59:09,Dinner,BK,"[('Salmon', 9), ('Shrimp', 5)]",639.0,-37.820086,144.9661085,0,7.92,14.9286747
ORDJ09841,2018-12-31,20:00:00,Dinner,TP,"[('Shrimp', 10), ('Fish&Chips', 10), ('Pasta', 10), ('Salmon', 6)]",1411.0,-37.8058735,144.9592833,0,9.023,13.1767833
ORDB01127,2018-02-10,09:21:07,Breakfast,TP,"[('Coffee', 5), ('Eggs', 4)]",125.5,-37.8069045,144.9657067,0,9.077,13.6939321
ORDJ05087,2018-11-08,18:18:35,Lunch,TP,"[('Pasta', 8), ('Fish&Chips', 5)]",395.0,-37.7997767,144.9829167,0,10.631,14.9109611
ORDC04683,2018-11-14,18:28:43,Dinner,NS,"[('Salmon', 8), ('Shrimp', 9)]",814.0,-37.8016723,144.9849211,0,7.495,14.1217536
ORDI00300,2018-05-20,12:33:48,Lunch,NS,"[('Salad', 9), ('Burger', 2), ('Fries', 5), ('Steak', 2), ('Chicken', 8)]",622.8,37.801975,144.9571579,0,7.497,14.7795999
ORDK03706,05-04-2018,11:02:32,Breakfast,BK,"[('Eggs', 2), ('Pancake', 10), ('Cereal', 2)]",328.5,-37.8178637,144.9506461,0,8.918,13.8391549
ORDX04913,2018-07-28,14:55:46,Breakfast,BK,"[('Steak', 5), ('Burger', 10)]",535.0,-37.8129615,144.9597068,0,7.896,15.9065887
ORDC01602,2018-05-14,12:23:39,Lunch,ns,"[('Chicken', 4), ('Salad', 2), ('Steak', 1), ('Burger', 10), ('Fries', 3)]",553.4,-37.8195118,144.9598887,0,8.95,14.5221307
ORDZ09746,08-04-2018,11:12:40,Breakfast,NS,"[('Cereal', 4), ('Pancake', 7), ('Eggs', 2), ('Coffee', 3)]",320.25,-37.8177016,144.9672078,0,8.352,15.4127786
ORDA00243,10-10-2018,17:17:44,Dinner,BK,"[('Shrimp', 6), ('Fish&Chips', 8), ('Salmon', 10), ('Pasta', 2)]",1069.0,-37.8126938,144.9526134,0,8.551,15.553541
ORDX02691,2018-04-05,11:02:32,Breakfast,BK,"[('Coffee', 3), ('Cereal', 8), ('Pancake', 4)]",452.5,-37.8177465,144.9518265,0,8.842,13.3276959
ORDB02134,2018-06-01,12:54:05,Lunch,TP,"[('Chicken', 7), ('Fries', 2)]",248.0,-37.8160847,144.9726051,0,6.235,11.6001707
ORDZ03891,2018-06-04,13:04:13,Lunch,bk,"[('Burger', 5), ('Fries', 3)]",191.0,-37.8204264,144.9692074,0,8.649,14.0918449
ORDK07238,2018-05-11,12:13:31,Lunch,BK,"[('Chicken', 1), ('Steak', 10), ('Burger', 10)]",792.0,-37.8106277,144.9904765,0,5.071,10.3475819
ORDJ00689,04-08-2018,15:05:54,Lunch,TP,"[('Burger', 5), ('Chicken', 7), ('Salad', 4), ('Fries', 3)]",483.8,-37.8220957,144.9496964,0,8.69,13.5072889
ORDC06216,2018-09-24,16:47:19,Dinner,NS,"[('Steak', 6), ('Salmon', 7)]",611.0,-37.8168138,144.9881655,0,9.053,14.9866869
ORDC07913,2018-03-02,09:51:32,Dinner,NS,"[('Eggs', 5), ('Coffee', 10), ('Pancake', 9)]",403.25,-37.8170959,144.9663474,0,8.322,13.0616548
ORDZ11036,2018-10-05,17:07:36,Dinner,NS,"[('Salmon', 8), ('Pasta', 10), ('Shrimp', 4)]",819.0,-37.8089285,144.9662571,0,7.193,13.3556827
ORDY07025,2018-12-27,20:00:00,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 8), ('Salmon', 2)]",654.0,-37.8194474,145.0145108,0,12.055,15.5061353
ORDZ06624,2018-05-18,12:33:48,Lunch,ns,"[('Chicken', 8), ('Burger', 4)]",380.0,-37.8125792,144.9690115,0,7.573,12.5986878
ORDB02468,2018-08-07,15:16:03,Lunch,TP,"[('Burger', 3), ('Steak', 3), ('Fries', 5), ('Salad', 1), ('Chicken', 3)]",401.2,-37.8093099,144.9526406,0,9.126,12.44674
ORDJ10205,2018-07-03,14:05:04,Lunch,TP,"[('Salad', 1), ('Fries', 1), ('Steak', 5), ('Chicken', 5), ('Burger', 7)]",631.2,-37.8132847,144.9654165,0,8.227,12.1351481
ORDA05400,2018-01-23,08:40:33,Breakfast,BK,"[('Cereal', 10), ('Coffee', 1), ('Pancake', 4), ('Eggs', 3)]",634.6,-37.8168291,144.9628407,0,7.922,12.3402371
ORDK05333,2018-05-08,12:13:31,Lunch,BK,"[('Salad', 5), ('Burger', 5), ('Chicken', 9), ('Fries', 9)]",637.0,-37.7906235,144.9370581,1,10.989,16.9734496
ORDJ10562,2018-03-01,09:51:32,Breakfast,TP,"[('Eggs', 8), ('Coffee', 8), ('Pancake', 2)]",284.5,-37.8157557,145.0126113,0,12.039,14.3642629
ORDX07525,2018-29-03,10:52:23,Breakfast,BK,"[('Cereal', 2), ('Coffee', 6), ('Pancake', 9)]",305.25,-37.812137,144.9935001,0,4.9,9.6283834
ORDK01642,2018-09-24,16:47:19,Dinner,BK,"[('Shrimp', 1), ('Pasta', 3), ('Fish&Chips', 6)]",346.5,-37.8080854,144.9538304,0,8.399,14.8222235
ORDC04675,2018-04-06,11:02:32,Breakfast,NS,"[('Pancake', 9), ('Cereal', 3)]",281.25,37.8183458,144.9641397,0,8.576,13.6185403
ORDY03986,2018-05-13,12:23:39,Lunch,TP,"[('Fish&Chips', 2), ('Salad', 9), ('Steak', 5)]",441.8,-37.808393,144.9593275,0,8.846,13.8685208
ORDY03232,2018-01-08,08:10:08,Breakfast,TP,"[('Coffee', 5), ('Eggs', 5), ('Cereal', 6), ('Pancake', 10)]",516.0,-37.8142644,144.9379114,1,10.596,6.5026796
ORDY04608,2018-09-15,16:27:02,Dinner,TP,"[('Pasta', 2), ('Shrimp', 1), ('Fish&Chips', 7), ('Salmon', 3)]",126.0,-37.8156656,144.9654653,0,7.913,13.3527924
ORDI04174,2018-06-06,13:04:13,Lunch,NS,"[('Fries', 7), ('Salad', 4)]",152.8,-37.802954,144.9359682,0,7.968,14.985983
ORDC10460,2018-08-15,15:26:11,Lunch,NS,"[('Fries', 7), ('Chicken', 9)]",372.0,37.8094755,144.9756474,0,7.457,12.8789486
ORDK06021,2018-04-13,11:22:49,Breakfast,BK,"[('Eggs', 3), ('Pancake', 6)]",211.5,37.8178498,144.9746051,0,7.169,12.082452
ORDY04173,2018-09-04,16:06:45,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 9)]",544.0,-37.8094168,144.9722214,0,7.968,13.4862572
ORDJ06557,2018-11-20,18:38:52,Dinner,NS,"[('Shrimp', 3), ('Fish&Chips', 2), ('Pasta', 10)]",507.0,-37.8240225,144.990136,0,9.464,13.0743611
ORDK05489,2018-02-10,09:10:59,Breakfast,BK,"[('Pancake', 9), ('Eggs', 5), ('Coffee', 3), ('Cereal', 2)]",392.75,-37.8248332,145.003469,0,5.154,12.885858
ORDA03485,2018-11-27,18:59:09,Dinner,BK,"[('Salmon', 1), ('Pasta', 6)]",271.75,-37.8134322,144.9409425,0,9.605,16.8444326
ORDZ00977,2018-02-22,09:41:24,Breakfast,NS,"[('Coffee', 7), ('Cereal', 1)]",73.5,-37.8260845,144.9845062,0,9.585,14.6401837
ORDC00593,2018-10-29,17:58:18,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 9)]",562.5,-37.8142655,145.0060671,0,10.325,16.2678304
ORDI03467,2018-01-05,08:00:00,Breakfast,NS,"[('Eggs', 5), ('Cereal', 1), ('Pancake', 3)]",203.75,-37.8139761,144.9364681,0,10.342,7.9637134
ORDJ02774,2018-07-23,14:45:38,Lunch,TP,"[('Fries', 1), ('Salad', 3)]",63.6,-37.8262362,145.008968,0,11.622,14.8061664
ORDY08262,2018-11-05,18:08:27,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 5)]",410.0,37.8194259,144.9819366,0,8.952,13.3400961
ORDY04098,2018-07-07,14:05:04,Lunch,TP,"[('Chicken', 9), ('Salad', 3)]",339.6,-37.8180945,144.9650143,1,7.548,12.445837
ORDB03392,2018-01-20,08:30:25,Breakfast,TP,"[('Cereal', 7), ('Eggs', 2)]",191.0,-37.8119889,144.9383144,0,10.831,14.5115555
ORDK05837,2018-03-21,10:32:06,Breakfast,BK,"[('Coffee', 4), ('Pancake', 6), ('Eggs', 10)]",395.5,-37.8130001,144.9599442,0,7.889,12.9885114
ORDI11106,2018-12-25,19:49:51,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 9)]",719.0,-37.8158245,144.9326915,0,8.352,15.4653797
ORDZ09301,2018-07-04,14:05:04,Lunch,NS,"[('Chicken', 10), ('Salad', 6), ('Fries', 1)]",435.2,-37.8041384,145.0021403,0,9.274,14.7289023
ORDC10046,2018-21-09,16:37:10,Dinner,NS,"[('Salmon', 1), ('Pasta', 7)]",233.5,-37.8123062,144.9374357,0,10.168,16.1662161
ORDC05855,2018-06-28,13:54:55,Lunch,NS,"[('Salad', 1), ('Fries', 10), ('Chicken', 7)]",361.2,-37.8074198,144.9422886,0,9.371,14.6238215
ORDI04662,2018-10-05,17:07:36,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 8), ('Pasta', 10), ('Shrimp', 10)]",1423.0,-37.8122156,144.9549471,1,8.25,14.3041019
ORDA06656,2018-11-21,18:49:00,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 5), ('Pasta', 6)]",615.0,37.8206516,144.9486218,0,9.218,15.9694555
ORDK08027,2018-09-05,16:06:45,Dinner,BK,"[('Pasta', 3), ('Shrimp', 3), ('Fish&Chips', 2), ('Salmon', 6)]",275.4,-37.8153371,144.9279699,0,11.764,18.4860163
ORDI06401,2018-12-23,19:49:51,Dinner,NS,"[('Fish&Chips', 1), ('Shrimp', 8)]",467.0,-37.8005599,144.9609371,0,7.009,14.8472404
ORDX09802,2018-07-15,14:25:21,Lunch,BK,"[('Steak', 6), ('Burger', 8), ('Salad', 3), ('Fries', 3), ('Chicken', 5)]",765.6,-37.8001459,144.9625522,0,8.124,16.9324021
ORDX05529,2018-12-11,19:19:26,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 5), ('Shrimp', 1), ('Pasta', 9)]",821.5,145.0144159,-37.8205351,0,4.467,11.5592338
ORDX06627,2018-01-17,08:30:25,Breakfast,BK,"[('Pancake', 6), ('Cereal', 1), ('Eggs', 7)]",320.5,-37.8064151,144.9560738,1,8.094,6.2157525
ORDK05532,2018-02-06,09:10:59,Breakfast,BK,"[('Cereal', 1), ('Eggs', 7)]",334.8,-37.8001274,144.98119,0,6.701,11.2758088
ORDA02506,2018-10-23,17:48:10,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 9)]",317.5,-37.8112316,145.008477,0,3.958,10.7293946
ORDB08425,2018-09-21,16:37:10,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 3)]",228.0,-37.8202287,144.9575767,0,7.949,12.7277572
ORDC00005,2018-10-08,17:17:44,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 5)]",417.5,-37.8199091,144.9613446,0,8.919,15.2162148
ORDC03323,2018-04-16,11:22:49,Breakfast,NS,"[('Eggs', 1), ('Pancake', 1)]",46.25,-37.8107537,144.9670868,0,7.404,11.99647
ORDX04379,2018-10-01,16:57:27,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 1), ('Shrimp', 10), ('Salmon', 2)]",739.5,-37.8014407,144.9851048,0,8.861,13.4723504
ORDB00696,2018-04-22,11:43:05,Breakfast,TP,"[('Coffee', 7), ('Eggs', 10), ('Pancake', 5)]",393.75,-37.8257327,144.9984437,0,10.228,14.4267719
ORDX06039,2018-01-03,08:00:00,Breakfast,BK,"[('Coffee', 1), ('Pancake', 3), ('Cereal', 9), ('Eggs', 6)]",521.0,-37.8133999,144.9410188,1,9.597,7.2784245
ORDB10299,2018-09-28,16:57:27,Dinner,TP,"[('Pasta', 1), ('Shrimp', 8)]",459.5,-37.8008752,144.9929336,1,11.282,15.0344638
ORDX04281,2018-06-27,13:44:47,Lunch,BK,"[('Fries', 2), ('Chicken', 1), ('Burger', 9), ('Steak', 1)]",380.0,-37.804485,145.0039791,0,5.681,11.6938594
ORDX04881,2018-12-24,19:49:51,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 6), ('Salmon', 4), ('Pasta', 5)]",800.5,-37.8189706,145.0025804,0,4.656,11.6912128
ORDI09676,2018-12-22,19:49:51,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 3), ('Salmon', 3), ('Shrimp', 7)]",618.5,-37.811807,144.9734053,0,7.502,15.4249812
ORDC09231,2018-03-13,10:21:58,Breakfast,NS,"[('Cereal', 4), ('Eggs', 3), ('Coffee', 2)]",165.0,-37.8254389,144.9812539,0,9.507,14.3842376
ORDI06128,2018-10-14,17:27:53,Dinner,NS,"[('Salmon', 6), ('Fish&Chips', 7), ('Pasta', 7)]",683.5,-37.8153385,144.9951358,0,9.564,17.4440196
ORDK10331,2018-01-09,08:10:08,Breakfast,BK,"[('Eggs', 2), ('Coffee', 5), ('Cereal', 6), ('Pancake', 1)]",231.75,-37.8111151,144.9664363,1,9.984,5.6452078
ORDA11031,2018-06-01,12:54:05,Lunch,BK,"[('Fries', 4), ('Burger', 3), ('Salad', 2)]",175.4,-37.8276762,144.984998,0,6.804,15.9204663
ORDA10274,2018-08-15,15:26:11,Lunch,BK,"[('Fries', 10), ('Burger', 2)]",182.0,-37.8024353,144.9788506,0,6.734,13.0217286
ORDA02078,2018-16-09,16:37:10,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 10), ('Salmon', 8)]",925.5,-37.8037621,144.9798642,0,6.49,16.0390625
ORDX02994,2018-10-30,17:58:18,Dinner,BK,"[('Pasta', 6), ('Shrimp', 9), ('Salmon', 4), ('Fish&Chips', 10)]",1165.0,-37.8012198,144.9630195,0,8.061,14.8543567
ORDB04292,2018-02-19,09:31:16,Breakfast,TP,"[('Pancake', 1), ('Coffee', 4), ('Eggs', 7)]",208.25,-37.8157144,144.9381885,0,9.536,13.2042948
ORDI11005,2018-05-29,12:54:05,Lunch,NS,"[('Fries', 6), ('Steak', 5), ('Chicken', 3), ('Salad', 5), ('Burger', 7)]",696.0,-37.8168514,144.9881541,0,9.048,14.3286528
ORDX09049,2018-08-30,15:56:37,Lunch,bk,"[('Steak', 4), ('Burger', 6), ('Fries', 9)]",474.0,-37.8082125,144.9758755,0,6.285,12.6532561
ORDY01978,2018-12-24,19:49:51,Dinner,TP,"[('Salmon', 10), ('Pasta', 7), ('Fish&Chips', 6), ('Shrimp', 1)]",866.5,-37.8189706,145.0025804,0,10.821,14.9680589
ORDZ06796,2018-03-19,10:32:06,Breakfast,NS,"[('Cereal', 2), ('Pancake', 8), ('Coffee', 4)]",266.0,-37.8192441,144.9330365,0,10.745,15.7090991
ORDK08702,2018-06-02,13:04:13,Lunch,BK,"[('Burger', 4), ('Chicken', 10)]",193.0,-37.8025533,144.9927413,0,5.501,13.2902857
ORDC07163,2018-08-16,15:26:11,Lunch,NS,"[('Fries', 6), ('Burger', 4), ('Chicken', 2), ('Salad', 7), ('Steak', 10)]",830.4,-37.8109494,145.0047234,1,9.852,15.2245535
ORDK03793,2018-07-29,14:55:46,Lunch,BK,"[('Steak', 10), ('Burger', 6), ('Chicken', 3)]",732.0,37.8179198,144.9461738,0,9.458,17.8498301
ORDI03032,2018-11-23,18:49:00,Lunch,NS,"[('Fish&Chips', 4), ('Pasta', 8)]",360.0,-37.8197678,144.9426642,0,9.906,15.8787293
ORDC06752,2018-08-01,14:55:46,Lunch,NS,"[('Steak', 3), ('Burger', 1)]",166.0,-37.8075427,144.9479927,0,8.734,14.4797363
ORDY00757,2018-02-02,09:00:50,Lunch,TP,"[('Coffee', 9), ('Eggs', 3), ('Cereal', 1), ('Pancake', 9)]",372.75,-37.8242522,144.9865647,0,9.014,11.8721419
ORDJ05916,2018-09-16,16:27:02,Dinner,TP,"[('Salmon', 5), ('Shrimp', 1), ('Fish&Chips', 6)]",469.0,-37.7931339,144.9652359,0,10.681,16.4654971
ORDA08133,2018-15-02,09:21:07,Breakfast,BK,"[('Coffee', 2), ('Eggs', 3)]",81.0,-37.813108,145.0048491,0,3.916,8.6835575
ORDA05873,2018-11-14,18:28:43,Lunch,BK,"[('Fish&Chips', 7), ('Shrimp', 4)]",461.0,-37.8141608,145.014446,0,3.717,10.9250178
ORDZ08958,2018-07-11,14:15:12,Lunch,NS,"[('Salad', 3), ('Fries', 7), ('Steak', 8)]",495.6,-37.8106689,144.9675789,0,7.366,12.515126
ORDK08911,2018-06-01,12:54:05,Lunch,BK,"[('Steak', 1), ('Salad', 8), ('Chicken', 6)]",374.6,-37.802672,144.9576366,1,8.1,13.9643889
ORDK09227,2018-09-26,16:57:27,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 9), ('Shrimp', 3), ('Pasta', 3)]",641.5,-37.8111806,144.952166,0,8.529,15.6731946
ORDX07744,2018-05-13,12:23:39,Lunch,BK,"[('Steak', 7), ('Fries', 10)]",435.0,-37.8046908,144.9648124,0,8.415,16.2059269
ORDY06926,2018-08-03,15:05:54,Lunch,TP,"[('Steak', 6), ('Salad', 6), ('Fries', 6), ('Chicken', 5)]",605.2,144.9483624,-37.8127759,0,10.268,13.9177205
ORDJ09180,2018-05-01,11:53:14,Breakfast,TP,"[('Cereal', 6), ('Coffee', 1)]",133.5,-37.8045049,145.002706,0,12.497,15.1513717
ORDY10842,2018-02-16,09:31:16,Breakfast,tp,"[('Coffee', 9), ('Pancake', 1), ('Eggs', 2)]",135.75,-37.7997418,144.9461076,0,10.554,13.2457991
ORDJ09417,2018-02-03,09:00:50,Breakfast,TP,"[('Coffee', 10), ('Cereal', 5)]",180.0,-37.8239721,144.9910896,0,9.51,13.0855252
ORDI01275,2018-07-25,14:45:38,Lunch,NS,"[('Steak', 10), ('Chicken', 1), ('Fries', 8), ('Salad', 6), ('Burger', 10)]",991.2,-37.7997617,144.9970806,0,12.497,13.8190517
ORDZ06238,2018-06-16,13:24:30,Lunch,NS,"[('Salad', 8), ('Pasta', 5)]",297.6,-37.8131701,145.0096895,0,10.511,17.7929036
ORDJ09272,2018-08-31,15:56:37,Lunch,TP,"[('Chicken', 2), ('Pasta', 8), ('Burger', 8), ('Steak', 7), ('Salad', 3)]",774.6,-37.8082125,144.9758755,0,9.223,12.8849014
ORDA06419,2018-08-23,15:46:28,Lunch,BK,"[('Burger', 5), ('Salad', 8), ('Steak', 4), ('Chicken', 10), ('Fries', 1)]",347.0,-37.823147,144.9882545,0,6.326,12.0832839
ORDY06773,2018-12-21,19:39:43,Dinner,TP,"[('Shrimp', 2), ('Pasta', 7)]",300.5,-37.814828,144.932784,0,11.13,15.043434
ORDA10604,2018-12-19,19:39:43,Dinner,BK,"[('Shrimp', 2), ('Pasta', 9)]",355.5,-37.8147958,144.9270579,0,11.914,18.6227837
ORDC00870,2018-08-22,15:46:28,Lunch,NS,"[('Steak', 7), ('Salad', 10), ('Fries', 5), ('Burger', 1)]",578.0,-37.8113983,144.9494621,0,8.756,14.4683289
ORDZ06104,2018-11-17,18:38:52,Dinner,NS,"[('Salmon', 7), ('Shrimp', 2), ('Fish&Chips', 9), ('Pasta', 6)]",875.0,-37.812987,144.9649265,0,7.81,15.9758639
ORDA03626,2018-05-20,12:33:48,Lunch,BK,"[('Burger', 7), ('Fries', 8)]",313.0,-37.8097638,144.9932051,0,6.547,13.0801739
ORDX08946,2018-08-13,15:26:11,Lunch,BK,"[('Steak', 3), ('Burger', 9), ('Fries', 6), ('Chicken', 7), ('Salad', 6)]",563.6,-37.8130425,144.9363041,0,10.5,16.5232826
ORDK02448,2018-10-25,17:48:10,Dinner,ns,"[('Salmon', 6), ('Fish&Chips', 1)]",281.0,-37.8034748,144.9683954,0,7.317,14.4130766
ORDX07421,2018-10-19,17:38:01,Dinner,BK,"[('Fish&Chips', 1), ('Salmon', 1), ('Shrimp', 5)]",346.0,-37.8188827,144.9654991,0,7.719,14.2485001
ORDJ01140,2018-11-08,18:18:35,Breakfast,TP,"[('Shrimp', 5), ('Salmon', 7), ('Pasta', 8)]",777.0,-37.8115493,144.9832912,0,9.375,13.4641641
ORDK02798,2018-11-21,18:38:52,Dinner,BK,"[('Fish&Chips', 7), ('Pasta', 5), ('Salmon', 8)]",710.5,-37.8082928,144.9766195,0,8.812,12.9276847
ORDA05872,2018-08-07,15:16:03,Lunch,BK,"[('Salad', 9), ('Fries', 3)]",190.8,-37.8119578,144.9554284,1,8.181,14.0669332
ORDK02961,2018-03-12,10:21:58,Breakfast,BK,"[('Coffee', 10), ('Eggs', 2)]",119.0,-37.801873,144.9801786,0,9.057,11.3343938
ORDK00661,2018-27-10,17:48:10,Dinner,BK,"[('Salmon', 2), ('Pasta', 5), ('Fish&Chips', 8)]",499.5,-37.8185897,144.9991477,0,4.952,14.092271
ORDZ07689,2018-08-08,15:16:03,Lunch,NS,"[('Steak', 10), ('Fries', 8), ('Burger', 9)]",825.0,-37.8113191,144.9476235,1,10.784,16.4351972
ORDJ07033,2018-06-02,12:54:05,Lunch,TP,"[('Fries', 1), ('Burger', 4)]",136.0,-37.8122091,144.9586117,0,8.643,13.700763
ORDJ06537,2018-05-06,12:03:22,Breakfast,TP,"[('Fries', 3), ('Salad', 9), ('Burger', 2)]",252.8,-37.7989577,144.9842546,0,10.795,15.7973175
ORDA09187,2018-07-03,14:05:04,Lunch,BK,"[('Burger', 6), ('Salad', 1)]",203.2,-37.8156341,144.9664522,0,7.534,13.0069181
ORDI09123,2018-11-06,18:18:35,Dinner,NS,"[('Pasta', 1), ('Salmon', 8), ('Fish&Chips', 1)]",390.5,-37.8143923,144.9630777,1,8.111,14.3202971
