order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB09733,2018-05-14,12:23:39,Lunch,,"[('Fries', 1), ('Salad', 5), ('Burger', 10), ('Chicken', 1)]",440.0,-37.8000623,145.0052351,0,,15.2708191
ORDI05990,2018-07-06,14:05:04,Lunch,NS,"[('Salad', 5), ('Burger', 6), ('Steak', 10), ('Fries', 7)]",806.0,-37.809813,144.9888787,0,8.478,13.7164495
ORDZ05765,2018-04-27,11:43:05,Breakfast,NS,"[('Pancake', 5), ('Cereal', 1)]",142.25,-37.8119045,145.0035363,0,9.883,14.6561392
ORDY09633,2018-06-16,13:24:30,Lunch,TP,"[('Chicken', 5), ('Fries', 1), ('Salad', 4)]",240.8,-37.8160204,145.0111408,0,11.864,16.5266947
ORDB11010,2018-08-06,15:05:54,Lunch,TP,"[('Salad', 9), ('Fries', 10)]",274.8,-37.8034902,144.9539189,0,9.644,13.2027485
ORDI01375,2018-04-28,11:53:14,Breakfast,NS,"[('Pancake', 10), ('Eggs', 6), ('Coffee', 10), ('Cereal', 5)]",554.5,-37.8162602,144.9634008,0,8.32,15.3339308
ORDX07325,2018-12-21,19:39:43,Dinner,BK,"[('Pasta', 1), ('Fish&Chips', 6), ('Shrimp', 1)]",291.5,-37.8191764,144.9578327,0,8.343,15.3533762
ORDK06058,2018-12-16,19:29:34,Dinner,BK,"[('Shrimp', 6), ('Pasta', 2)]",379.0,-37.8243601,144.9440946,0,9.847,19.0552544
ORDA06868,2018-06-22,13:44:47,Lunch,BK,"[('Steak', 8), ('Chicken', 4), ('Burger', 4), ('Fries', 4)]",660.0,-37.8108329,145.0159988,0,4.322,9.7356555
ORDC07291,2018-10-26,17:48:10,Dinner,NS,"[('Fish&Chips', 3), ('Shrimp', 7)]",483.0,-37.820523,144.9657444,0,8.933,15.2240392
ORDI07174,2018-02-02,09:00:50,Breakfast,NS,"[('Eggs', 8), ('Cereal', 4), ('Coffee', 5)]",297.5,-37.8115917,145.0034761,0,9.908,14.8686342
ORDJ03600,2018-07-14,14:25:21,Lunch,TP,"[('Fries', 2), ('Salad', 4), ('Chicken', 7)]",316.8,-37.8159842,145.0003513,0,10.821,15.7129558
ORDX05494,2018-11-24,18:49:00,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 3), ('Salmon', 5)]",557.5,-37.8132262,144.9405711,0,9.7,18.9586709
ORDJ05344,2018-02-08,09:10:59,Breakfast,TP,"[('Coffee', 5), ('Eggs', 9), ('Cereal', 9)]",424.5,-37.821673,144.9811432,0,8.707,11.7389198
ORDB04269,2018-08-07,15:16:03,Lunch,,"[('Fries', 4), ('Salad', 1)]",65.2,-37.8164925,144.9669257,0,,11.4022396
ORDZ06089,2018-11-14,18:28:43,Dinner,NS,"[('Pasta', 1), ('Shrimp', 6), ('Salmon', 5)]",556.5,-37.8007198,144.9623465,0,6.882,12.5059305
ORDC03511,2018-01-22,08:40:33,Breakfast,NS,"[('Eggs', 8), ('Coffee', 5), ('Pancake', 3)]",286.25,-37.8008042,144.9748265,0,6.56,11.6279694
ORDJ07269,2018-05-11,12:13:31,Lunch,TP,"[('Steak', 8), ('Burger', 4), ('Fries', 6), ('Chicken', 10), ('Salad', 10)]",1048.0,-37.8246967,144.9363681,0,9.938,
ORDK04460,2018-07-07,14:05:04,Lunch,BK,"[('Fries', 9), ('Salad', 10), ('Chicken', 3), ('Steak', 6)]",646.0,-37.8178063,144.9660039,0,7.554,15.9528132
ORDZ08930,2018-10-03,17:07:36,Dinner,NS,"[('Fish&Chips', 3), ('Salmon', 8), ('Shrimp', 4)]",649.0,-37.802642,144.9634102,0,6.971,12.6949189
ORDI09609,2018-12-16,19:29:34,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 10)]",432.0,-37.814417,144.9388882,0,9.731,17.5624046
ORDX01170,2018-11-22,18:49:00,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 9), ('Pasta', 7), ('Shrimp', 6)]",1025.5,-37.811111,144.9733727,0,6.781,13.5262675
ORDI06379,2018-01-27,08:50:42,Breakfast,NS,"[('Cereal', 8), ('Eggs', 5), ('Pancake', 10)]",520.5,-37.8208638,144.954207,0,9.483,16.4633657
ORDB02494,2018-03-12,10:11:49,Breakfast,,"[('Coffee', 1), ('Eggs', 5)]",117.5,-37.8163696,144.9852465,0,9.362,11.9361683
ORDK02962,2018-01-24,08:40:33,Breakfast,BK,"[('Cereal', 3), ('Pancake', 9)]",281.25,-37.8197364,144.9791923,0,6.876,
ORDZ03031,2018-11-19,18:38:52,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 4), ('Shrimp', 7), ('Salmon', 3)]",646.0,-37.8118512,145.0089974,0,10.293,16.2187664
ORDC07792,2018-12-12,19:29:34,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 2), ('Salmon', 9), ('Pasta', 9)]",794.5,-37.8152039,144.9367257,0,9.939,16.4057318
ORDZ03280,2018-03-31,10:52:23,Breakfast,NS,"[('Eggs', 2), ('Cereal', 10), ('Coffee', 5), ('Pancake', 9)]",509.75,-37.8219064,144.9753957,0,9.19,15.5074397
ORDY05601,2018-12-12,19:29:34,Dinner,TP,"[('Shrimp', 6), ('Fish&Chips', 1), ('Pasta', 4)]",469.0,-37.8135271,144.965125,0,8.203,
ORDX05539,2018-07-20,14:35:29,Lunch,BK,"[('Fries', 6), ('Burger', 5)]",227.0,-37.8190226,144.9540493,0,8.709,14.8688434
ORDI08260,2018-01-01,08:00:00,Breakfast,NS,"[('Eggs', 7), ('Pancake', 7)]",323.75,-37.8041711,144.9584591,1,7.533,6.2192482
ORDY07614,2018-01-25,08:40:33,Breakfast,TP,"[('Eggs', 7), ('Cereal', 3), ('Coffee', 4)]",247.0,-37.8071322,144.9598125,0,8.879,11.1668745
ORDJ04107,2018-05-15,12:23:39,Lunch,TP,"[('Burger', 4), ('Steak', 6), ('Fries', 1)]",406.0,-37.821258,145.005661,0,11.139,14.7537878
ORDB07827,2018-07-12,14:15:12,Lunch,TP,"[('Burger', 6), ('Chicken', 6), ('Steak', 5), ('Salad', 6)]",706.2,-37.8176913,145.0071899,0,11.365,14.0906058
ORDZ10829,2018-09-21,16:47:19,Dinner,NS,"[('Shrimp', 10), ('Pasta', 4), ('Salmon', 8)]",978.0,-37.8203171,144.9577081,0,9.177,15.3395799
ORDX04728,2018-05-23,12:43:56,Lunch,BK,"[('Burger', 6), ('Fries', 4), ('Salad', 5), ('Steak', 5)]",545.0,-37.8145258,145.0155108,0,4.798,10.4426018
ORDX03653,2018-12-29,20:00:00,Dinner,BK,"[('Salmon', 7), ('Shrimp', 7), ('Fish&Chips', 6), ('Pasta', 10)]",1150.0,-37.8157225,144.9372172,0,10.036,19.6234143
ORDC07993,2018-12-30,20:00:00,Dinner,,"[('Fish&Chips', 6), ('Shrimp', 4)]",426.0,-37.8158381,144.9372559,0,10.041,18.3774293
ORDZ00830,2018-10-23,17:48:10,Dinner,NS,"[('Pasta', 6), ('Fish&Chips', 2)]",235.0,-37.8201019,144.9669756,0,8.755,14.8344903
ORDI06757,2018-07-16,14:25:21,Lunch,NS,"[('Fries', 5), ('Steak', 2)]",150.0,-37.8005312,145.0138431,0,10.303,
ORDJ10009,2018-12-18,19:39:43,Dinner,TP,"[('Salmon', 6), ('Shrimp', 1)]",300.0,-37.8084183,144.9470989,0,9.806,13.6054956
ORDB09574,2018-02-12,09:21:07,Breakfast,TP,"[('Eggs', 10), ('Cereal', 5)]",325.0,-37.816032,144.9725812,0,8.216,11.2503353
ORDX01108,2018-02-24,09:41:24,Breakfast,BK,"[('Eggs', 4), ('Cereal', 9), ('Coffee', 8), ('Pancake', 8)]",531.0,-37.801067,144.945902,0,9.226,16.610935
ORDA10683,2018-03-29,10:52:23,Breakfast,,"[('Eggs', 4), ('Cereal', 1)]",109.0,-37.8033329,144.9703395,0,7.317,12.2201681
ORDI07543,2018-08-23,15:46:28,Lunch,NS,"[('Fries', 4), ('Burger', 7), ('Steak', 3)]",400.0,-37.8231144,144.9881752,0,9.408,15.1862004
ORDJ10708,2018-12-12,19:29:34,Dinner,TP,"[('Salmon', 2), ('Shrimp', 1)]",136.0,-37.8207681,144.9551212,0,8.183,12.5495415
ORDA06768,2018-11-03,18:08:27,Dinner,BK,"[('Pasta', 5), ('Fish&Chips', 3), ('Salmon', 10), ('Shrimp', 5)]",922.5,-37.8116667,144.9521569,0,8.525,18.0130596
ORDA02170,2018-04-24,11:43:05,Breakfast,BK,"[('Eggs', 5), ('Coffee', 3), ('Pancake', 6), ('Cereal', 3)]",341.0,-37.8187501,144.9532499,0,8.813,13.7116778
ORDC01878,2018-06-28,13:54:55,Lunch,NS,"[('Steak', 9), ('Burger', 5), ('Salad', 8), ('Fries', 6)]",769.6,-37.8203135,145.0015295,0,10.441,16.0845695
ORDB09639,2018-08-30,15:56:37,Lunch,TP,"[('Fries', 4), ('Steak', 7), ('Chicken', 2)]",427.0,-37.8203709,144.9495861,0,8.824,12.8587545
ORDI04075,2018-11-30,18:59:09,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 10), ('Salmon', 5), ('Pasta', 10)]",1208.0,-37.8096284,144.9725683,0,7.306,13.7143385
ORDC08394,2018-08-21,15:36:20,Lunch,NS,"[('Steak', 2), ('Burger', 9), ('Fries', 8)]",465.0,-37.8099904,144.939743,0,10.381,15.3994716
ORDZ00925,2018-07-23,14:45:38,Lunch,NS,"[('Burger', 1), ('Salad', 9), ('Fries', 3), ('Chicken', 9), ('Steak', 2)]",599.8,-37.8085942,144.948182,0,8.781,14.9204061
ORDK05025,2018-01-30,08:50:42,Breakfast,BK,"[('Eggs', 10), ('Pancake', 6), ('Coffee', 10), ('Cereal', 10)]",650.5,-37.8049916,144.9922353,0,5.275,9.8912397
ORDB02896,2018-05-22,12:33:48,Lunch,TP,"[('Steak', 6), ('Fries', 3), ('Chicken', 5)]",466.0,-37.8064804,144.9452581,0,10.163,13.2359217
ORDK07728,2018-02-19,09:31:16,Breakfast,BK,"[('Coffee', 7), ('Cereal', 7)]",199.5,-37.8060917,144.9447994,0,9.146,14.0945822
ORDI04387,2018-08-10,15:16:03,Lunch,NS,"[('Fries', 2), ('Steak', 5)]",249.0,-37.7991307,144.9634187,0,6.911,12.7879289
ORDA03189,2018-07-09,14:15:12,Lunch,BK,"[('Fries', 1), ('Chicken', 1)]",44.0,-37.8023534,144.9630115,0,7.839,13.7181574
ORDZ09634,2018-11-19,18:38:52,Dinner,NS,"[('Pasta', 8), ('Fish&Chips', 3), ('Salmon', 7), ('Shrimp', 10)]",1152.0,-37.8189749,145.0081364,0,10.872,16.8609641
ORDJ08536,2018-07-28,14:55:46,Lunch,,"[('Chicken', 10), ('Burger', 10), ('Salad', 5), ('Steak', 6), ('Fries', 2)]",1010.0,-37.8139932,144.9601685,0,8.344,13.6135602
ORDB05638,2018-06-08,13:14:21,Lunch,,"[('Steak', 9), ('Fries', 2), ('Chicken', 9)]",717.0,-37.8196452,144.9843211,0,9.264,12.7337878
ORDC07296,2018-03-29,10:52:23,Breakfast,,"[('Coffee', 5), ('Eggs', 8), ('Cereal', 3)]",276.5,-37.8156139,144.9662916,0,8.112,13.3639673
ORDI01567,2018-03-27,10:42:15,Breakfast,,"[('Coffee', 8), ('Cereal', 2), ('Eggs', 1), ('Pancake', 7)]",293.75,-37.8210032,144.9552214,0,,14.099939
ORDB02622,2018-10-09,17:17:44,Dinner,,"[('Shrimp', 10), ('Salmon', 10), ('Pasta', 7)]",1142.5,-37.8122096,144.9523897,0,,13.2410326
ORDB08027,2018-09-25,16:47:19,Dinner,,"[('Shrimp', 7), ('Salmon', 5), ('Fish&Chips', 9), ('Pasta', 5)]",1035.5,-37.8209811,144.9473457,0,8.998,13.2082942
ORDA01581,2018-12-02,19:09:17,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 4)]",550.0,-37.8156175,144.9657244,0,7.605,16.1061831
ORDY08226,2018-02-06,09:10:59,Breakfast,TP,"[('Pancake', 4), ('Coffee', 6), ('Eggs', 1), ('Cereal', 6)]",290.0,-37.7990439,144.9783346,0,10.328,12.7970864
ORDC08408,2018-11-14,18:28:43,Dinner,NS,"[('Salmon', 7), ('Pasta', 5), ('Shrimp', 5), ('Fish&Chips', 3)]",799.5,-37.8007198,144.9623465,0,6.882,12.7513537
ORDX03886,2018-10-09,17:17:44,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 5), ('Salmon', 9), ('Shrimp', 5)]",1061.5,-37.8170982,144.9860716,0,6.046,12.7625471
ORDI01457,2018-03-15,10:21:58,Breakfast,NS,"[('Pancake', 6), ('Coffee', 3), ('Eggs', 1), ('Cereal', 9)]",379.0,-37.8202713,144.9818494,0,9.046,14.0222354
ORDC04623,2018-06-20,13:34:38,Lunch,NS,"[('Chicken', 3), ('Steak', 5), ('Burger', 7), ('Fries', 7)]",622.0,-37.8226066,144.9579795,0,9.44,15.0185255
ORDX04708,2018-03-19,10:32:06,Breakfast,,"[('Pancake', 9), ('Cereal', 2)]",260.25,-37.8121069,144.9575321,0,8.238,13.1898339
ORDB09959,2018-03-28,10:52:23,Breakfast,TP,"[('Eggs', 2), ('Cereal', 4), ('Coffee', 10)]",203.0,-37.8130868,144.9634825,0,8.166,10.6442637
ORDB05168,2018-09-15,16:27:02,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 10)]",542.5,-37.8011512,145.003712,0,12.136,17.3190299
ORDB03836,2018-03-26,10:42:15,Breakfast,TP,"[('Cereal', 5), ('Eggs', 4), ('Coffee', 2), ('Pancake', 10)]",450.5,-37.8059919,144.9734817,0,9.461,12.178877
ORDJ09918,2018-02-07,09:10:59,Breakfast,TP,"[('Pancake', 9), ('Coffee', 9)]",285.75,-37.8169681,144.9901651,0,9.765,12.7364606
ORDC02226,2018-10-26,17:48:10,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 3), ('Pasta', 7), ('Shrimp', 8)]",811.5,-37.809492,144.9637428,0,7.407,13.4717951
ORDI10502,2018-01-03,08:00:00,Breakfast,NS,"[('Coffee', 5), ('Eggs', 1), ('Cereal', 10)]",269.5,-37.8020123,145.0202706,1,11.125,8.1147011
ORDY02241,2018-01-16,08:30:25,Breakfast,TP,"[('Pancake', 9), ('Coffee', 2), ('Cereal', 5)]",338.25,-37.805667,144.9537539,1,9.398,6.1419948
ORDC00857,2018-10-23,17:48:10,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 5), ('Salmon', 9), ('Pasta', 9)]",1331.5,-37.8201199,144.9669823,0,8.758,
ORDX06081,2018-05-21,12:33:48,Lunch,,"[('Chicken', 7), ('Salad', 2), ('Steak', 4)]",438.4,-37.8194843,144.9776749,0,,12.7883239
ORDA02332,2018-01-14,08:20:16,Breakfast,BK,"[('Eggs', 8), ('Coffee', 3)]",198.5,-37.8190062,144.9891819,1,5.884,6.5423299
ORDZ08602,2018-06-30,13:54:55,Lunch,NS,"[('Steak', 3), ('Fries', 9), ('Chicken', 7), ('Salad', 2), ('Burger', 9)]",780.4,-37.812284,144.9385832,0,9.812,17.2810064
ORDB10590,2018-09-03,16:06:45,Dinner,TP,"[('Shrimp', 7), ('Salmon', 5), ('Fish&Chips', 1)]",618.0,-37.8088453,144.9838917,0,9.689,
ORDX02963,2018-09-27,16:57:27,Dinner,BK,"[('Salmon', 4), ('Shrimp', 9)]",650.0,-37.8009533,144.9429625,0,9.505,
ORDK07179,2018-04-26,11:43:05,Breakfast,BK,"[('Eggs', 4), ('Coffee', 3), ('Cereal', 9)]",299.5,-37.8182336,144.9652288,0,7.637,
ORDJ01307,2018-03-17,10:21:58,Breakfast,TP,"[('Cereal', 10), ('Coffee', 8), ('Pancake', 9), ('Eggs', 10)]",708.25,-37.8205224,144.9840059,0,9.275,13.0227898
ORDZ06199,2018-06-15,13:24:30,Lunch,NS,"[('Steak', 4), ('Chicken', 8), ('Salad', 3), ('Burger', 1), ('Fries', 10)]",638.6,-37.8223081,145.0154252,0,11.741,16.8003426
ORDI01788,2018-01-30,08:50:42,Breakfast,,"[('Eggs', 3), ('Cereal', 8), ('Coffee', 2), ('Pancake', 10)]",491.5,-37.8049731,144.9920331,0,8.367,13.2441817
ORDA01945,2018-12-30,20:00:00,Dinner,BK,"[('Salmon', 7), ('Shrimp', 6), ('Pasta', 3)]",693.5,-37.8154849,144.9377978,0,9.984,19.2505439
ORDK04034,2018-01-27,08:50:42,Breakfast,BK,"[('Cereal', 5), ('Eggs', 4)]",193.0,-37.8053969,144.9839811,0,6.001,13.3099627
ORDY04775,2018-06-13,13:24:30,Lunch,TP,"[('Salad', 4), ('Chicken', 8), ('Burger', 4), ('Fries', 6)]",520.8,-37.8163863,144.9671254,0,7.874,11.1694866
ORDY10610,2018-09-20,16:37:10,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 3), ('Shrimp', 10)]",978.0,-37.8192067,144.9651663,0,7.377,11.6851643
ORDI02250,2018-07-13,14:25:21,Lunch,NS,"[('Fries', 3), ('Steak', 3)]",171.0,-37.8187094,145.0007791,0,10.192,15.6030834
ORDI03043,2018-06-17,13:34:38,Lunch,NS,"[('Salad', 10), ('Burger', 6), ('Steak', 1), ('Fries', 8)]",499.0,-37.8073287,144.9687324,0,6.867,14.3897353
ORDY02541,2018-12-22,19:49:51,Dinner,TP,"[('Salmon', 9), ('Fish&Chips', 6), ('Shrimp', 10), ('Pasta', 6)]",1284.0,-37.8180118,144.9480948,0,9.091,14.1150852
ORDA04267,2018-01-10,08:10:08,Breakfast,BK,"[('Eggs', 2), ('Coffee', 3)]",66.5,-37.7997293,144.954878,1,8.521,6.9702541
ORDJ02806,2018-06-02,13:04:13,Lunch,,"[('Salad', 2), ('Steak', 8), ('Chicken', 9)]",682.4,-37.8025533,144.9927413,0,,16.40122
ORDX10371,2018-08-27,15:56:37,Lunch,BK,"[('Steak', 1), ('Burger', 3)]",138.0,-37.8208423,144.9549685,0,8.6,14.4037082
ORDC00807,2018-02-05,09:10:59,Breakfast,NS,"[('Cereal', 8), ('Coffee', 3), ('Pancake', 4), ('Eggs', 7)]",441.5,-37.8149457,144.9647656,0,8.098,12.9869916
ORDK02168,2018-03-15,10:21:58,Breakfast,BK,"[('Cereal', 6), ('Eggs', 8)]",302.0,-37.8196791,144.9816751,0,6.62,11.4928447
ORDK07453,2018-06-03,13:04:13,Lunch,BK,"[('Chicken', 5), ('Steak', 9), ('Salad', 1)]",582.2,-37.8018589,144.9927696,0,5.583,14.1686394
ORDJ09302,2018-08-05,15:05:54,Lunch,TP,"[('Chicken', 1), ('Fries', 4)]",80.0,-37.8057732,144.9308832,0,11.104,
ORDA00213,2018-05-22,12:33:48,Lunch,BK,"[('Fries', 3), ('Salad', 2), ('Steak', 7), ('Burger', 2)]",447.4,-37.8115789,145.0113915,0,3.12,8.6935367
ORDX10750,2018-07-25,14:45:38,Lunch,BK,"[('Fries', 9), ('Burger', 1)]",139.0,-37.823317,144.976448,0,7.359,13.3131013
ORDC04420,2018-10-25,17:48:10,Dinner,NS,"[('Shrimp', 4), ('Pasta', 7), ('Salmon', 5), ('Fish&Chips', 1)]",648.5,-37.8099266,144.9945944,0,8.948,15.0590814
ORDJ01626,2018-11-06,18:18:35,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 6), ('Pasta', 1), ('Salmon', 2)]",503.5,-37.8102544,144.9611654,0,8.51,12.6063545
ORDY01103,2018-06-25,13:44:47,Lunch,TP,"[('Chicken', 3), ('Salad', 5), ('Fries', 1), ('Burger', 9), ('Steak', 4)]",653.0,-37.8241979,144.9837448,0,8.959,
ORDX07106,2018-11-07,18:18:35,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 2)]",318.0,-37.810176,144.9614425,0,7.613,14.0059733
ORDA07782,2018-12-02,19:09:17,Dinner,BK,"[('Fish&Chips', 1), ('Salmon', 3), ('Shrimp', 6)]",482.0,-37.8152787,144.9386788,0,9.885,
ORDZ07555,2018-09-10,16:16:54,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 8), ('Pasta', 3)]",689.5,-37.8234214,144.9699519,0,9.0,14.2104624
ORDY06814,2018-01-09,08:10:08,Breakfast,TP,"[('Coffee', 2), ('Cereal', 8)]",183.0,-37.8138576,144.9569673,1,8.426,5.5480914
ORDB00154,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 6), ('Pancake', 3), ('Cereal', 2), ('Coffee', 6)]",291.75,-37.8180651,144.9485562,1,9.051,5.4717929
